id,Data,Country,Type,Frequency,Currency,Units,Date,Value
107317,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-02-01,279.5339
107318,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-03-01,215.54767200000003
107319,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-04-01,207.002072
107320,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-05-01,189.971336
107321,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-06-01,220.207712
107322,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-07-01,185.61226799999997
107323,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-08-01,204.373476
107324,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-09-01,171.944052
107325,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-10-01,114.61872
107326,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-11-01,157.05106400000003
107327,Volume,NZ,Sovereign,Monthly,NZD,Millions,2006-12-01,136.392344
107328,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-01-01,128.309496
107329,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-02-01,70.503272
107330,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-03-01,115.01016399999999
107331,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-04-01,94.427012
107332,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-05-01,114.984252
107333,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-06-01,88.08211600000001
107334,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-07-01,102.557592
107335,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-08-01,109.79600399999998
107336,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-09-01,108.353552
107337,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-10-01,87.169972
107338,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-11-01,71.55182800000001
107339,Volume,NZ,Sovereign,Monthly,NZD,Millions,2007-12-01,52.902932
107340,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-01-01,82.70946799999999
107341,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-02-01,92.489696
107342,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-03-01,119.364128
107343,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-04-01,96.65657199999998
107344,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-05-01,106.54896
107345,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-06-01,88.239836
107346,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-07-01,123.89978399999998
107347,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-08-01,106.87408
107348,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-09-01,82.556948
107349,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-10-01,80.47834
107350,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-11-01,74.52867199999999
107351,Volume,NZ,Sovereign,Monthly,NZD,Millions,2008-12-01,54.744104
107352,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-01-01,59.64502400000001
107353,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-02-01,72.85833199999999
107354,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-03-01,94.938928
107355,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-04-01,63.437156
107356,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-05-01,90.14984
107357,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-06-01,105.600932
107358,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-07-01,116.75568799999999
107359,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-08-01,58.023668
107360,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-09-01,117.46839999999999
107361,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-10-01,172.002756
107362,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-11-01,168.25155999999998
107363,Volume,NZ,Sovereign,Monthly,NZD,Millions,2009-12-01,145.114028
107364,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-01-01,72.16194
107365,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-02-01,118.02529200000002
107366,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-03-01,124.499448
107367,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-04-01,105.33674799999999
107368,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-05-01,112.327312
107369,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-06-01,106.854564
107370,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-07-01,197.36742
107371,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-08-01,191.628912
107372,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-09-01,147.56792800000002
107373,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-10-01,157.91735200000002
107374,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-11-01,182.03153999999998
107375,Volume,NZ,Sovereign,Monthly,NZD,Millions,2010-12-01,154.857244
107376,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-01-01,204.90497600000003
107377,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-02-01,218.703736
107378,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-03-01,378.516752
107379,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-04-01,244.265896
107380,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-05-01,302.20950400000004
107381,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-06-01,293.01531200000005
107382,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-07-01,245.240672
107383,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-08-01,289.269192
107384,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-09-01,296.46512800000005
107385,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-10-01,291.45948
107386,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-11-01,397.98244
107387,Volume,NZ,Sovereign,Monthly,NZD,Millions,2011-12-01,266.59292000000005
107388,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-01-01,227.85755600000002
107389,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-02-01,204.579268
107390,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-03-01,236.7802
107391,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-04-01,328.740424
107392,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-05-01,438.682236
107393,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-06-01,279.380912
107394,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-07-01,411.220536
107395,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-08-01,399.10010000000005
107396,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-09-01,220.58808399999998
107397,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-10-01,266.422656
107398,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-11-01,233.117312
107399,Volume,NZ,Sovereign,Monthly,NZD,Millions,2012-12-01,223.888448
107400,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-01-01,224.61767600000002
107401,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-02-01,180.46553600000001
107402,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-03-01,227.02754000000002
107403,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-04-01,322.64118799999994
107404,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-05-01,270.051604
107405,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-06-01,198.16896
107406,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-07-01,268.011328
107407,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-08-01,184.514904
107408,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-09-01,226.23155599999998
107409,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-10-01,311.25374
107410,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-11-01,220.73367199999998
107411,Volume,NZ,Sovereign,Monthly,NZD,Millions,2013-12-01,243.697868
107412,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-01-01,292.0312
107413,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-02-01,267.14054000000004
107414,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-03-01,293.505164
107415,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-04-01,260.959508
107416,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-05-01,313.82355199999995
107417,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-06-01,240.75928399999998
107418,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-07-01,427.42817599999995
107419,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-08-01,379.44255200000003
107420,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-09-01,328.073892
107421,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-10-01,244.755288
107422,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-11-01,222.992916
107423,Volume,NZ,Sovereign,Monthly,NZD,Millions,2014-12-01,263.548344
107424,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-01-01,267.235208
107425,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-02-01,327.65773199999995
107426,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-03-01,286.42846399999996
107427,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-04-01,270.0493
107428,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-05-01,221.091584
107429,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-06-01,306.139064
107430,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-07-01,376.109924
107431,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-08-01,296.177652
107432,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-09-01,320.907404
107433,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-10-01,336.281592
107434,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-11-01,257.934744
107435,Volume,NZ,Sovereign,Monthly,NZD,Millions,2015-12-01,233.13845999999998
107436,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-01-01,201.120064
107437,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-02-01,264.546892
107438,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-03-01,307.352328
107439,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-04-01,307.018604
107440,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-05-01,327.701332
107441,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-06-01,278.280528
107442,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-07-01,227.535908
107443,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-08-01,333.96911199999994
107444,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-09-01,377.151004
107445,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-10-01,288.00471600000003
107446,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-11-01,318.813
107447,Volume,NZ,Sovereign,Monthly,NZD,Millions,2016-12-01,268.021148
107448,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-01-01,324.4215
107449,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-02-01,280.75518
107450,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-03-01,373.998208
107451,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-04-01,295.95877599999994
107452,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-05-01,363.89108
107453,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-06-01,319.898392
107454,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-07-01,272.679076
107455,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-08-01,314.27985199999995
107456,Volume,NZ,Sovereign,Monthly,NZD,Millions,2017-09-01,310.54461200000003
107457,Volume,CH,Sovereign,Annual,CHF,Millions,1998-01-01,997.0396896000001
107458,Volume,CH,Sovereign,Annual,CHF,Millions,1999-01-01,463.1860712
107459,Volume,CH,Sovereign,Annual,CHF,Millions,2000-01-01,440.65508919999996
107460,Volume,CH,Sovereign,Annual,CHF,Millions,2001-01-01,449.63301079999997
107461,Volume,CH,Sovereign,Annual,CHF,Millions,2002-01-01,533.6709184
107462,Volume,CH,Sovereign,Annual,CHF,Millions,2003-01-01,493.0424304
107463,Volume,CH,Sovereign,Annual,CHF,Millions,2004-01-01,412.44061800000003
107464,Volume,CH,Sovereign,Annual,CHF,Millions,2005-01-01,319.09687920000005
107465,Volume,CH,Sovereign,Annual,CHF,Millions,2006-01-01,300.47571999999997
107466,Volume,CH,Sovereign,Annual,CHF,Millions,2007-01-01,296.2697
107467,Volume,CH,Sovereign,Annual,CHF,Millions,2008-01-01,445.8118344
107468,Volume,CH,Sovereign,Annual,CHF,Millions,2009-01-01,346.6443788
107469,Volume,CH,Sovereign,Annual,CHF,Millions,2010-01-01,317.1671296
107470,Volume,CH,Sovereign,Annual,CHF,Millions,2011-01-01,340.512528
107471,Volume,CH,Sovereign,Annual,CHF,Millions,2012-01-01,384.75524920000004
107472,Volume,CH,Sovereign,Annual,CHF,Millions,2013-01-01,358.1195916
107473,Volume,CH,Sovereign,Annual,CHF,Millions,2014-01-01,352.678388
107474,Volume,CH,Sovereign,Annual,CHF,Millions,2015-01-01,366.1068192
107475,Volume,CH,Sovereign,Annual,CHF,Millions,2016-01-01,331.0766177488236
107476,Volume,US,Sovereign,Monthly,USD,Billions,2001-01-01,303.88359999999994
107477,Volume,US,Sovereign,Monthly,USD,Billions,2001-02-01,305.0625
107478,Volume,US,Sovereign,Monthly,USD,Billions,2001-03-01,290.68149999999997
107479,Volume,US,Sovereign,Monthly,USD,Billions,2001-04-01,300.07525
107480,Volume,US,Sovereign,Monthly,USD,Billions,2001-05-01,293.0006
107481,Volume,US,Sovereign,Monthly,USD,Billions,2001-06-01,256.6315
107482,Volume,US,Sovereign,Monthly,USD,Billions,2001-07-01,265.3662
107483,Volume,US,Sovereign,Monthly,USD,Billions,2001-08-01,272.09596
107484,Volume,US,Sovereign,Monthly,USD,Billions,2001-09-01,287.8599
107485,Volume,US,Sovereign,Monthly,USD,Billions,2001-10-01,305.50488
107486,Volume,US,Sovereign,Monthly,USD,Billions,2001-11-01,397.9561125
107487,Volume,US,Sovereign,Monthly,USD,Billions,2001-12-01,303.80981249999996
107488,Volume,US,Sovereign,Monthly,USD,Billions,2002-01-01,323.72389999999996
107489,Volume,US,Sovereign,Monthly,USD,Billions,2002-02-01,328.94837500000006
107490,Volume,US,Sovereign,Monthly,USD,Billions,2002-03-01,386.93055
107491,Volume,US,Sovereign,Monthly,USD,Billions,2002-04-01,325.87128750000005
107492,Volume,US,Sovereign,Monthly,USD,Billions,2002-05-01,360.41081
107493,Volume,US,Sovereign,Monthly,USD,Billions,2002-06-01,362.14915
107494,Volume,US,Sovereign,Monthly,USD,Billions,2002-07-01,390.38937999999996
107495,Volume,US,Sovereign,Monthly,USD,Billions,2002-08-01,396.61825000000005
107496,Volume,US,Sovereign,Monthly,USD,Billions,2002-09-01,397.63452499999994
107497,Volume,US,Sovereign,Monthly,USD,Billions,2002-10-01,421.18611999999996
107498,Volume,US,Sovereign,Monthly,USD,Billions,2002-11-01,442.723925
107499,Volume,US,Sovereign,Monthly,USD,Billions,2002-12-01,334.7659
107500,Volume,US,Sovereign,Monthly,USD,Billions,2003-01-01,334.76628
107501,Volume,US,Sovereign,Monthly,USD,Billions,2003-02-01,372.61482499999994
107502,Volume,US,Sovereign,Monthly,USD,Billions,2003-03-01,414.05695000000003
107503,Volume,US,Sovereign,Monthly,USD,Billions,2003-04-01,359.31617
107504,Volume,US,Sovereign,Monthly,USD,Billions,2003-05-01,514.207225
107505,Volume,US,Sovereign,Monthly,USD,Billions,2003-06-01,469.41009999999994
107506,Volume,US,Sovereign,Monthly,USD,Billions,2003-07-01,484.26049000000006
107507,Volume,US,Sovereign,Monthly,USD,Billions,2003-08-01,483.75575000000003
107508,Volume,US,Sovereign,Monthly,USD,Billions,2003-09-01,455.99613750000003
107509,Volume,US,Sovereign,Monthly,USD,Billions,2003-10-01,449.05894
107510,Volume,US,Sovereign,Monthly,USD,Billions,2003-11-01,446.14825
107511,Volume,US,Sovereign,Monthly,USD,Billions,2003-12-01,380.33572
107512,Volume,US,Sovereign,Monthly,USD,Billions,2004-01-01,478.7627
107513,Volume,US,Sovereign,Monthly,USD,Billions,2004-02-01,484.9534
107514,Volume,US,Sovereign,Monthly,USD,Billions,2004-03-01,475.165
107515,Volume,US,Sovereign,Monthly,USD,Billions,2004-04-01,517.9502625000001
107516,Volume,US,Sovereign,Monthly,USD,Billions,2004-05-01,552.9567999999999
107517,Volume,US,Sovereign,Monthly,USD,Billions,2004-06-01,502.18636000000004
107518,Volume,US,Sovereign,Monthly,USD,Billions,2004-07-01,441.18247500000007
107519,Volume,US,Sovereign,Monthly,USD,Billions,2004-08-01,491.23065
107520,Volume,US,Sovereign,Monthly,USD,Billions,2004-09-01,517.0815100000001
107521,Volume,US,Sovereign,Monthly,USD,Billions,2004-10-01,487.072225
107522,Volume,US,Sovereign,Monthly,USD,Billions,2004-11-01,542.4312000000001
107523,Volume,US,Sovereign,Monthly,USD,Billions,2004-12-01,482.10532
107524,Volume,US,Sovereign,Monthly,USD,Billions,2005-01-01,518.3297375
107525,Volume,US,Sovereign,Monthly,USD,Billions,2005-02-01,580.1911375
107526,Volume,US,Sovereign,Monthly,USD,Billions,2005-03-01,578.68489
107527,Volume,US,Sovereign,Monthly,USD,Billions,2005-04-01,562.0824
107528,Volume,US,Sovereign,Monthly,USD,Billions,2005-05-01,597.13355
107529,Volume,US,Sovereign,Monthly,USD,Billions,2005-06-01,569.89769
107530,Volume,US,Sovereign,Monthly,USD,Billions,2005-07-01,500.6988125
107531,Volume,US,Sovereign,Monthly,USD,Billions,2005-08-01,518.87436
107532,Volume,US,Sovereign,Monthly,USD,Billions,2005-09-01,606.237925
107533,Volume,US,Sovereign,Monthly,USD,Billions,2005-10-01,559.8663750000001
107534,Volume,US,Sovereign,Monthly,USD,Billions,2005-11-01,562.54905
107535,Volume,US,Sovereign,Monthly,USD,Billions,2005-12-01,433.8757125
107536,Volume,US,Sovereign,Monthly,USD,Billions,2006-01-01,533.3236875
107537,Volume,US,Sovereign,Monthly,USD,Billions,2006-02-01,575.1945375
107538,Volume,US,Sovereign,Monthly,USD,Billions,2006-03-01,564.7932800000001
107539,Volume,US,Sovereign,Monthly,USD,Billions,2006-04-01,494.7292625
107540,Volume,US,Sovereign,Monthly,USD,Billions,2006-05-01,584.63211
107541,Volume,US,Sovereign,Monthly,USD,Billions,2006-06-01,512.82115
107542,Volume,US,Sovereign,Monthly,USD,Billions,2006-07-01,476.1871875
107543,Volume,US,Sovereign,Monthly,USD,Billions,2006-08-01,488.96395999999993
107544,Volume,US,Sovereign,Monthly,USD,Billions,2006-09-01,542.888975
107545,Volume,US,Sovereign,Monthly,USD,Billions,2006-10-01,499.35265
107546,Volume,US,Sovereign,Monthly,USD,Billions,2006-11-01,505.9981000000001
107547,Volume,US,Sovereign,Monthly,USD,Billions,2006-12-01,491.392275
107548,Volume,US,Sovereign,Monthly,USD,Billions,2007-01-01,492.08252999999996
107549,Volume,US,Sovereign,Monthly,USD,Billions,2007-02-01,559.4673874999999
107550,Volume,US,Sovereign,Monthly,USD,Billions,2007-03-01,600.8067
107551,Volume,US,Sovereign,Monthly,USD,Billions,2007-04-01,441.9918
107552,Volume,US,Sovereign,Monthly,USD,Billions,2007-05-01,488.69841
107553,Volume,US,Sovereign,Monthly,USD,Billions,2007-06-01,648.8595
107554,Volume,US,Sovereign,Monthly,USD,Billions,2007-07-01,485.69949999999994
107555,Volume,US,Sovereign,Monthly,USD,Billions,2007-08-01,750.45756
107556,Volume,US,Sovereign,Monthly,USD,Billions,2007-09-01,597.4184375
107557,Volume,US,Sovereign,Monthly,USD,Billions,2007-10-01,534.00713
107558,Volume,US,Sovereign,Monthly,USD,Billions,2007-11-01,655.8006000000001
107559,Volume,US,Sovereign,Monthly,USD,Billions,2007-12-01,536.11645
107560,Volume,US,Sovereign,Monthly,USD,Billions,2008-01-01,594.6749499999999
107561,Volume,US,Sovereign,Monthly,USD,Billions,2008-02-01,662.3224875
107562,Volume,US,Sovereign,Monthly,USD,Billions,2008-03-01,756.240125
107563,Volume,US,Sovereign,Monthly,USD,Billions,2008-04-01,551.8175999999999
107564,Volume,US,Sovereign,Monthly,USD,Billions,2008-05-01,523.5660624999999
107565,Volume,US,Sovereign,Monthly,USD,Billions,2008-06-01,606.1031
107566,Volume,US,Sovereign,Monthly,USD,Billions,2008-07-01,546.20337
107567,Volume,US,Sovereign,Monthly,USD,Billions,2008-08-01,443.2591
107568,Volume,US,Sovereign,Monthly,USD,Billions,2008-09-01,698.2274374999998
107569,Volume,US,Sovereign,Monthly,USD,Billions,2008-10-01,556.98967
107570,Volume,US,Sovereign,Monthly,USD,Billions,2008-11-01,439.67371249999997
107571,Volume,US,Sovereign,Monthly,USD,Billions,2008-12-01,311.31822
107572,Volume,US,Sovereign,Monthly,USD,Billions,2009-01-01,357.9824375
107573,Volume,US,Sovereign,Monthly,USD,Billions,2009-02-01,387.04720000000003
107574,Volume,US,Sovereign,Monthly,USD,Billions,2009-03-01,402.07065
107575,Volume,US,Sovereign,Monthly,USD,Billions,2009-04-01,350.87951
107576,Volume,US,Sovereign,Monthly,USD,Billions,2009-05-01,396.7917625
107577,Volume,US,Sovereign,Monthly,USD,Billions,2009-06-01,466.46410000000003
107578,Volume,US,Sovereign,Monthly,USD,Billions,2009-07-01,391.14562000000006
107579,Volume,US,Sovereign,Monthly,USD,Billions,2009-08-01,433.2700500000001
107580,Volume,US,Sovereign,Monthly,USD,Billions,2009-09-01,431.95724
107581,Volume,US,Sovereign,Monthly,USD,Billions,2009-10-01,450.3732
107582,Volume,US,Sovereign,Monthly,USD,Billions,2009-11-01,463.8393125
107583,Volume,US,Sovereign,Monthly,USD,Billions,2009-12-01,401.36490999999995
107584,Volume,US,Sovereign,Monthly,USD,Billions,2010-01-01,439.834
107585,Volume,US,Sovereign,Monthly,USD,Billions,2010-02-01,461.9706625
107586,Volume,US,Sovereign,Monthly,USD,Billions,2010-03-01,504.36548
107587,Volume,US,Sovereign,Monthly,USD,Billions,2010-04-01,455.5353
107588,Volume,US,Sovereign,Monthly,USD,Billions,2010-05-01,623.7623
107589,Volume,US,Sovereign,Monthly,USD,Billions,2010-06-01,508.00576
107590,Volume,US,Sovereign,Monthly,USD,Billions,2010-07-01,440.52076250000005
107591,Volume,US,Sovereign,Monthly,USD,Billions,2010-08-01,537.2574
107592,Volume,US,Sovereign,Monthly,USD,Billions,2010-09-01,557.3915800000001
107593,Volume,US,Sovereign,Monthly,USD,Billions,2010-10-01,558.2468749999999
107594,Volume,US,Sovereign,Monthly,USD,Billions,2010-11-01,677.1587624999999
107595,Volume,US,Sovereign,Monthly,USD,Billions,2010-12-01,522.4057
107596,Volume,US,Sovereign,Monthly,USD,Billions,2011-01-01,538.3255875
107597,Volume,US,Sovereign,Monthly,USD,Billions,2011-02-01,651.78755
107598,Volume,US,Sovereign,Monthly,USD,Billions,2011-03-01,617.01356
107599,Volume,US,Sovereign,Monthly,USD,Billions,2011-04-01,513.8086
107600,Volume,US,Sovereign,Monthly,USD,Billions,2011-05-01,563.8217
107601,Volume,US,Sovereign,Monthly,USD,Billions,2011-06-01,612.4377900000001
107602,Volume,US,Sovereign,Monthly,USD,Billions,2011-07-01,557.453225
107603,Volume,US,Sovereign,Monthly,USD,Billions,2011-08-01,672.30324
107604,Volume,US,Sovereign,Monthly,USD,Billions,2011-09-01,557.2873625
107605,Volume,US,Sovereign,Monthly,USD,Billions,2011-10-01,541.8024500000001
107606,Volume,US,Sovereign,Monthly,USD,Billions,2011-11-01,550.02737
107607,Volume,US,Sovereign,Monthly,USD,Billions,2011-12-01,436.34475000000003
107608,Volume,US,Sovereign,Monthly,USD,Billions,2012-01-01,478.68375000000003
107609,Volume,US,Sovereign,Monthly,USD,Billions,2012-02-01,594.5634
107610,Volume,US,Sovereign,Monthly,USD,Billions,2012-03-01,546.9499999999999
107611,Volume,US,Sovereign,Monthly,USD,Billions,2012-04-01,495.50275
107612,Volume,US,Sovereign,Monthly,USD,Billions,2012-05-01,545.0094
107613,Volume,US,Sovereign,Monthly,USD,Billions,2012-06-01,522.63825
107614,Volume,US,Sovereign,Monthly,USD,Billions,2012-07-01,469.17325000000005
107615,Volume,US,Sovereign,Monthly,USD,Billions,2012-08-01,479.2388
